,deal,description,entrepreneurs,location,askedFor,exchangeForStake,valuation,title,Multiple Entreprenuers,year,cat_Business Services,cat_Children/Education,cat_Fashion/Beauty,cat_Fitness/Sports/Outdoors,cat_Food and Beverage,cat_Green/CleanTech,cat_Health/Wellness,cat_Lifestyle/Home,cat_Media/Entertainment,cat_Novelties,cat_Pet Products,cat_Software/Tech,cat_Travel
456,1.0,Naturally formulated bathtime products for children,Amy Wordsworth,0,81000.0,40.0,202500.0,Ella Banks Ltd (Good Bubble),0,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,1.0,Korean home cooking range,Ben and Sue Youn,0,67500.0,33.0,204545.45454545456,Yogiyo,1,2015.0,0,0,0,0,1,0,0,0,0,0,0,0,0
458,1.0,"""Guess-the-accent"" board game",Graeme and Fiona Fraser-Bell,0,60750.00000000001,25.0,243000.00000000003,Accentuate,1,2015.0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,0.0,African snacks business,Chika Russell,0,40500.0,25.0,162000.0,Chika's Foods,0,2015.0,0,0,0,0,1,0,0,0,0,0,0,0,0
460,0.0,"Raw chocolate bars, dried fruit and superfoods",Linus Gorpe,0,97200.0,10.0,972000.0,The Raw Chocolate Company,0,2015.0,0,0,0,0,1,0,0,0,0,0,0,0,0
461,1.0,Wooden mechanical kits,Sarah Reast and Phil Wilson,0,54000.0,30.0,180000.0,Timberkits Ltd.,1,2015.0,0,0,0,0,0,0,0,1,0,0,0,0,0
462,0.0,Potato crisps business,John Tague,0,168750.0,20.0,843750.0,Tags Snack Foods Ltd,0,2015.0,0,0,0,0,1,0,0,0,0,0,0,0,0
463,1.0,"Babies and children's ""nearly-new"" sales",Kath Harrop,0,47250.0,25.0,189000.0,Mum2Mum market,0,2016.0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,1.0,Science-themed children's birthday parties and workshops,Marc Wileman,0,67500.0,10.0,675000.0,Sublime Science,0,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,0.0,Fashion mobile commerce company and shopping application,Ellen Green,0,94500.0,35.0,270000.0,Blue Badge Company,0,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0
466,0.0,Motion tracking drum kit,Yann Morvan and Richard Lee,0,101250.0,30.0,337500.0,Aerodrums,1,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,1.0,"Freshly cooked, baked beans",Ben Mason,0,67500.0,20.0,337500.0,Masons Beans,0,2016.0,0,0,0,0,1,0,0,0,0,0,0,0,0
468,1.0,Recessed and covered power and AV outlet,Steve Noyes and Duncan Summers,0,74250.0,35.0,212142.85714285713,Sync-box,1,2015.0,0,0,0,0,0,0,0,1,0,0,0,0,0
469,0.0,Horror events company,Roy Fitter,0,108000.0,30.0,360000.0,Ram Training Ltd,0,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,1.0,Online double-dating app,"Gary MacDonough, Loren Gould and Ben Greenock",0,101250.0,15.0,675000.0,Double,1,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,1.0,"Waterproof coating for footwear, hats and clothing",Caner Veli,0,135000.0,50.0,270000.0,Liquiproof,0,2016.0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,1.0,Free sample website,Deepak Tailor,0,67500.0,10.0,675000.0,Latest Free Stuff,0,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,0.0,Wine crafting company,Jo Hilditch,0,67500.0,20.0,337500.0,British Cassis,0,2015.0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,1.0,"""Slap-on"" wrist watches",David Kendall,0,67500.0,45.0,150000.0,Slappie Ltd,0,2016.0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,0.0,Trailer tents,Jonathan Harris and Jonathan Schofield,0,108000.0,25.0,432000.0,Opus,1,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,1.0,Gourmet-flavoured chocolate brownies,Morag Ekanger and Paz Sarmah,0,81000.0,30.0,270000.0,Bad Brownie,1,2016.0,0,0,0,0,1,0,0,0,0,0,0,0,0
477,0.0,Magnetic dog and equine lead connector,Steve Shickell and Tony Garlick,0,135000.0,40.0,337500.0,Magloc UK,1,2015.0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,0.0,Skin foundation for vitiligo sufferers,Polly Gotschi,0,54000.0,40.0,135000.0,Vitiliglow,0,2015.0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,1.0,Keepsake clothing company,Rachel Day and Merry Whitaker,0,67500.0,10.0,675000.0,Love Keep Create,1,2017.0,0,0,1,0,0,0,0,0,0,0,0,0,0
480,0.0,Price comparison website,Sam Coley and Steve Pearce,0,101250.0,15.0,675000.0,TickX,1,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,0.0,Baby bath and bed products,Sinead and Adam Murphy,0,135000.0,25.0,540000.0,Shnuggle,1,2017.0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,1.0,Wall marking tool,Martin Chard and Jenny David,0,67500.0,30.0,225000.0,Marxman Limited,1,2016.0,0,0,0,0,0,0,0,1,0,0,0,0,0
483,0.0,Interactive glow t-shirts,Rob Manley,0,67500.0,20.0,337500.0,Illuminated Apparel,0,2017.0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,1.0,Beauty products subscription service,Oliver Gauci,0,108000.0,8.0,1350000.0,Love Me Beauty,0,2017.0,0,0,1,0,0,0,0,0,0,0,0,0,0
485,0.0,Dating app platform,John Kershaw,0,108000.0,20.0,540000.0,M14 Industries,0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
486,1.0,Wide range of coconut products,Jacob Thundil,0,101250.0,20.0,506250.0,Cocofina,0,2016.0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,1.0,Craft gin subscription business,John Burke and Jon Hulme,0,101250.0,13.0,778846.1538461539,Craft Clubs Ltd,1,2016.0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,1.0,Footwear cleaning product,"Rashpal, Gurminder and Amarinder Dhillon",0,81000.0,30.0,270000.0,Boot Buddy,1,2016.0,0,0,1,0,0,0,0,0,0,0,0,0,0
489,0.0,Motivational fitness technology,Simon Heap,0,135000.0,30.0,450000.0,Rugged Interactive,0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,1.0,Organic coconut oil for baby skincare,Lauren and Mark Taylor,0,67500.0,25.0,270000.0,Kokoso Skin Limited,1,2016.0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,1.0,Tennis holiday provider,Steven Davis and Matthew Allen,0,33750.0,15.0,225000.0,Active Away,1,2016.0,0,0,0,0,0,0,0,0,1,0,0,0,0
492,1.0,Luxury handmade chocolate,Jamie Hutcheon,0,94500.0,20.0,472500.0,Cocoa Ooze,0,2016.0,0,0,0,0,1,0,0,0,0,0,0,0,0
493,1.0,Detachable bicycle indicators,Agostino Stilli and Luca Amaduzzi,0,60750.00000000001,12.5,486000.00000000006,CYCL WingLights,1,2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0
494,0.0,Analogue optical musical instrument cable,Danielle Barnett and David Holmes,0,94500.0,35.0,270000.0,Light Lead,1,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,0.0,Universal manhole cover lifting key kit,Andrew Doris,0,54000.0,35.0,154285.7142857143,Universal Manhole Key Kit (renamed Dad Machining),0,2016.0,0,0,0,0,0,0,0,0,0,1,0,0,0
496,1.0,Musical flushing button for children,Jamie Lawlor,0,54000.0,40.0,135000.0,Kidsflush,0,2016.0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,1.0,Fresh soup and risotto business,Andrew Watmuff,0,101250.0,10.0,1012500.0,Watmuff & Beckett,0,2017.0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,1.0,Womenswear company,Sarah Sleightolm and Beth Chilton,0,105300.0,20.0,526500.0,Iveson & Sage (renamed Hope and Ivy),1,2016.0,0,0,1,0,0,0,0,0,0,0,0,0,0
499,1.0,Gourmet pork scratching snack company,Nick Coleman and Andrew Allen,0,94500.0,20.0,472500.0,The Snaffling Pig,1,2016.0,0,0,0,0,1,0,0,0,0,0,0,0,0
500,0.0,Bluetooth finder and tracker,Vincenz Clemt and Raj Sark,0,135000.0,30.0,450000.0,Lupo,1,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
501,1.0,Children's cutlery,Catherine and Chris Baldrey-Chourio,0,67500.0,20.0,337500.0,Nana's Manners,1,2017.0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,1.0,Novelty plush goods based on emojis,Sarah Agar-Brennan,0,108000.0,30.0,360000.0,Lovebomb Cushions Ltd,0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0
503,1.0,Beach and travel brand specialising in micro-fibre towel products,Andy Jefferies and Ben Muller,0,101250.0,10.0,1012500.0,Dock & Bay,1,2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0
504,1.0,motorcycle chain tensioning tool,Chris Frappell,0,101250.0,25.0,405000.0,Chain Monkey,0,2018.0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1.0,advertising business enabling businesses to advertise on trucks and lorries,Edward Hollands,0,40500.0,20.0,202500.0,DrivenMedia,1,2018.0,1,0,0,0,0,0,0,0,0,0,0,0,0
506,0.0,A cooling backrest cushion for wheelchair users,Corien Staels,0,101250.0,20.0,506250.0,Staels Design (wheelAIR),0,2018.0,0,0,0,0,0,0,0,0,0,1,0,0,0
507,0.0,An adjustable mortarboard for bricklayers,John Boff,0,33750.0,35.0,96428.57142857143,EcoSpot,0,2018.0,0,0,0,0,0,0,0,0,0,1,0,0,0
508,1.0,Range of shaker bottles designed for protein and fitness shakes,Rick Beardsell,0,101250.0,20.0,506250.0,ShakeSphere,0,2017.0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,1.0,Gluten-free cakes,Sarah Hilleary,0,101250.0,30.0,337500.0,B-Tempted,0,2017.0,0,0,0,0,1,0,0,0,0,0,0,0,0
510,0.0,Mobile app game teaching children on how to brush their teeth,"Paul Varga, Tolulope Ogunsina, and Matthäus Ittner",0,135000.0,5.0,2700000.0,Playbrush,1,2018.0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,0.0,Re-usable cloth nappies and accessories,Sophia Ferguson,0,67500.0,40.0,168750.0,Tickle Tots,0,2018.0,0,0,0,0,0,1,0,0,0,0,0,0,0
512,0.0,A free browser extension which looks to save web users time and money on voucher codes.,Ben Corrigan and Jonny Plein,0,101250.0,18.0,562500.0,Pouch,1,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,0.0,"high-protein snack bars, superfoods, and organic baking mixes",Julianne Ponan,0,101250.0,25.0,405000.0,Creative Nature,0,2017.0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,1.0,A children's baking brand that combines baking with a craft activity,Adelle Smith,0,108000.0,35.0,308571.4285714286,BKD,0,2017.0,0,1,0,0,0,0,0,0,0,0,0,0,0
515,0.0,Send things into near space - e.g. ashes for funeral service,Chris Rose and Alex Baker,0,175500.0,35.0,501428.5714285714,Sent into Space,1,2017.0,1,0,0,0,0,0,0,0,0,0,0,0,0
516,0.0,An online marketplace for greeting cards.,Andrew Pearce,0,108000.0,11.0,981818.1818181818,Thortful,0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
517,1.0,A men's grooming retailer specialising in products for beards and moustaches.,"Keval Dattani, Kunal Dattani and Savan Dattani",0,202500.0,20.0,1012500.0,Mo Bros,1,2017.0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,0.0,organic vegetable treats for dogs,Mike and Zena Dean,0,67500.0,15.0,450000.0,Huxley Hound,1,2017.0,0,0,0,0,0,0,0,0,0,0,1,0,0
519,0.0,Natural supplements,Liam Sheriff and Craig Newbigin,0,135000.0,35.0,385714.28571428574,Natural Nutrients,1,2017.0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,1.0,Two products which help construction workers safely carry out window repairs and other projects at height,Daniel Cheddie,0,81000.0,30.0,270000.0,Glazesafe Limited,0,2018.0,0,0,0,0,0,0,0,0,0,1,0,0,0
521,0.0,"Raw, natural dog food brand",Dylan Watkins and Louise Mackintosh,0,81000.0,15.0,540000.0,Poppy's Picnic,1,2018.0,0,0,0,0,0,0,0,0,0,0,1,0,0
522,0.0,"Versatile leather bags designed to carry laptops, gadgets and photography equipment",Alex Buzaianu,0,121500.00000000001,25.0,486000.00000000006,Temporary Forevers,0,2017.0,0,0,1,0,0,0,0,0,0,0,0,0,0
523,1.0,"online retailer for Big wool yarns and finished goods, knitting kits and tools",Claire Gelder,0,67500.0,30.0,225000.0,The Wool Couture Company,0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0
524,0.0,Story books which teach languages to children.,Alex Somervell and Johnny Pryn,0,81000.0,20.0,405000.0,One Third Stories,1,2018.0,0,1,0,0,0,0,0,0,0,0,0,0,0
525,1.0,"A specialist organic hemp producer that creates a wide range of Hemp skincare, wellbeing and food supplements",Michal Takac and Tim Inskip,0,67500.0,25.0,270000.0,"Carun UK (Since renamed ""CBVIT"")",1,2018.0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,1.0,"Nutrient rich teas herbal, fruit and green teas with daily essential vitamins",James Dawson,0,67500.0,25.0,270000.0,Tea Plus Drinks,0,2018.0,0,0,0,0,1,0,0,0,0,0,0,0,0
527,1.0,Costume tails,Hannah Gourlay,0,94500.0,25.0,378000.0,TellTails,0,2017.0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,1.0,In-cup coffee brewer,Matthew Deasy,0,54000.0,15.0,360000.0,The Oomph,0,2017.0,0,0,0,0,1,0,0,0,0,0,0,0,0
529,0.0,"Wheat and gluten-free whole grains, seeds and fruits, suitable for vegans.",Robert Sak. Robert,0,54000.0,20.0,270000.0,The Heart of Nature,0,2018.0,0,0,0,0,0,1,0,0,0,0,0,0,0
530,0.0,Reusable bottle for hot and cold drinks,Kirpal and Raj,0,94500.0,33.0,286363.63636363635,Stay Sixty,1,2018.0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,1.0,Live anatomy and physiology exhibitions with synthetic bodies and animal specimens.,Sam Piri,0,121500.00000000001,15.0,810000.0000000001,VIVIT,0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,1.0,Gin based alcoholic beverages,Liam Manton and Mark Smallwood,0,101250.0,33.0,306818.1818181818,Didsbury Gin,1,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
533,1.0,Device designed for prams and strollers to protect babies and young children from air pollution.,Yosi Romano and Ziv Leinwand,0,168750.0,25.0,675000.0,Brizi,1,2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,0.0,Sustainable furniture made from ocean bound plastics,Robert Milder,0,94500.0,15.0,630000.0,Van de Sant,0,2019.0,0,0,0,0,0,1,0,0,0,0,0,0,0
535,0.0,Gluten and dairy-free brownie desserts,Kim Lamzer and Charlotte Dauzat,0,67500.0,20.0,337500.0,Gato and Go,1,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
536,0.0,Tea shop business and franchise,Alex and Rupesh Thomas,0,135000.0,33.0,409090.9090909091,Tuk Tuk Chai,1,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
537,1.0,Outdoor learning equipment,Craig Hill,0,67500.0,30.0,225000.0,Landscapes 4 Learning,0,2018.0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,0.0,Pedal-activated bowl designed to freshen cat food.,Peter Hill,0,40500.0,33.0,122727.27272727272,Pedaldish (renamed Petvictus),0,2018.0,0,0,0,0,0,0,0,0,0,0,1,0,0
539,1.0,Energy services comparison website offering details for energy services.,Will Hodson and Henry De Zoete,0,162000.0,3.0,5400000.0,Look After My Bills,1,2018.0,0,0,0,0,0,0,0,0,0,0,0,1,0
540,0.0,Gambling competition service offering user chosen prizes as rewards.,James Heaton and Alex Beckett,0,67500.0,25.0,270000.0,Elite Competitions,1,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,0.0,Hallmarked jewellery combining vintage pieces with modern bespoke design with links to Irish heritage.,Katie Mullally,0,94500.0,40.0,236250.0,Katie Mullally Jewellery,0,2018.0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,1.0,Natural vegetable dye colour wash shampoo.,Rob Forgione & Denis Kovalyov,0,108000.0,25.0,432000.0,Infuse My. Colour,0,2018.0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,0.0,Travel clothing offering 20 outfits in one travel dress″,Leila Rose Faddoul,0,67500.0,40.0,168750.0,Kameleon Rose,0,2021.0,0,0,1,0,0,0,0,0,0,0,0,0,0
544,0.0,Party games,Hazel Reynolds,0,67500.0,15.0,450000.0,Gamely,0,2019.0,0,0,0,0,0,0,0,0,1,0,0,0,0
545,1.0,Personalised football comic books,Steven Holmes,0,81000.0,25.0,324000.0,Soccer Star,0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,0.0,Board games company,Hazel Anne Hamilton Reynolds,0,67500.0,20.0,337500.0,Randomise,0,2018.0,0,0,0,0,0,0,0,0,1,0,0,0,0
547,0.0,Chocolate boxes founded by descendant of Cadbury,James Cadbury,0,101250.0,15.0,675000.0,Love Cocoa,0,2018.0,0,0,0,0,1,0,0,0,0,0,0,0,0
548,0.0,Bathroom construction service,Laurence Beeke,0,67500.0,33.0,204545.45454545456,Platinum Pie LTD (renamed TubFix),0,2018.0,1,0,0,0,0,0,0,0,0,0,0,0,0
549,1.0,Snacks box containing selections of alcoholic drinks and biscuits.,Andy Murray,0,67500.0,25.0,270000.0,The Drinks Bakery,0,2018.0,0,0,0,0,1,0,0,0,0,0,0,0,0
550,0.0,Sustainable skincare products.,Anna and William Brightman,0,67500.0,30.0,225000.0,Optiat,1,2018.0,0,0,1,0,0,0,0,0,0,0,0,0,0
551,0.0,App generator platform.,Brian Smillie and Euan McCreath,0,168750.0,10.0,1687500.0,Beezer,1,2018.0,0,0,0,0,0,0,0,0,0,0,0,1,0
552,0.0,"Electric toothbrush for children, inserting toothpaste cartridges to ensure the correct amount.",Sian Ellingworth,0,81000.0,44.0,184090.9090909091,Buddies,0,2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0
553,1.0,"Range of low sugar, high protein snacks",Andy Dixon and John-Paul Gardner,0,67500.0,20.0,337500.0,Oatein Ltd,1,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
554,1.0,Loyalty app that offers discounted parking fees and cashless payment for parking,Christopher Reed,0,108000.0,45.0,240000.0,ParkingPerx,0,2019.0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,0.0,An app to help drivers find parking spaces,Nick Hubert,0,270000.0,15.0,1800000.0,AppyParking,0,2019.0,0,0,0,0,0,0,0,0,0,0,0,1,0
556,0.0,Indicator lights for bicycles,Steven Ransom,0,121500.00000000001,25.0,486000.00000000006,Brighter Bikes,0,2018.0,0,0,0,1,0,0,0,0,0,0,0,0,0
557,0.0,App platform designed to aid teachers mark and assess students’ work,James Holmes,0,27000.0,30.0,90000.0,Mark Mate,0,2018.0,0,0,0,0,0,0,0,0,0,0,0,1,0
558,0.0,Men's yoga clothing made from recycled materials,Louis d'Origny,0,108000.0,20.0,540000.0,OHMME,0,2019.0,0,0,0,0,0,1,0,0,0,0,0,0,0
559,1.0,Alcoholic drink specialising in Gin.,Liz Beswick and Camilla Brown,0,67500.0,30.0,225000.0,Young in Spirit,1,2018.0,0,0,0,0,1,0,0,0,0,0,0,0,0
560,0.0,Cheesecakes,Joe Moruzzi,0,67500.0,35.0,192857.14285714287,Pleesecakes,0,2018.0,0,0,0,0,1,0,0,0,0,0,0,0,0
561,1.0,Bicycle tool,Wayne Taylor,0,67500.0,25.0,270000.0,Rehook,0,2019.0,0,0,0,1,0,0,0,0,0,0,0,0,0
562,1.0,Mobile Dieting app,Ben Smith,0,94500.0,25.0,378000.0,Fine Diet App,0,2019.0,0,0,0,0,0,0,0,0,0,0,0,1,0
563,0.0,Alternative Toilet Cleaner,Tom Keen,0,67500.0,33.0,204545.45454545456,Flush Brush,0,2019.0,0,0,0,0,0,0,0,0,0,1,0,0,0
564,1.0,Sun Block and Moisturiser,Katy Foxcroft and Gillian Robson,0,101250.0,25.0,405000.0,Tancream,1,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,0
565,0.0,Gut friendly food for cats and dogs,Aneisha Soobrooyen and Jack Walker,0,81000.0,20.0,405000.0,Scrumbles,1,2019.0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,1.0,Online sales of used clothes,Joe Metcalfe,0,202500.0,10.0,2025000.0,Thrift+,0,2020.0,0,0,1,0,0,0,0,0,0,0,0,0,0
567,1.0,Fully Insulated Cable Staple,David and Julie Gray,0,108000.0,25.0,432000.0,Viper Clip,1,2020.0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,0.0,Personal Biographer,Rutger Bruining and Theo Brainin,0,121500.00000000001,5.0,2430000.0000000005,StoryTerrace,1,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0
569,0.0,Electrical protection shields,Richard Brook,0,135000.0,20.0,675000.0,Sockitz,0,2019.0,0,0,0,0,0,0,0,0,0,0,0,1,0
570,0.0,Rust Proof Shower Organiser,Sean McGarry,0,135000.0,24.0,562500.0,The ShowerGem,0,2019.0,0,0,0,0,0,0,0,1,0,0,0,0,0
571,0.0,Graduation gown rentals,Oliver Adkins and Ruth Nicholls,0,81000.0,22.0,368181.8181818182,Churchill Gowns,1,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,0
572,0.0,Porridge,Jacqueline Barleycorn and Matt Hunt,0,81000.0,22.0,368181.8181818182,The Great British Porridge Company,1,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
573,0.0,Animal Themed Ski Suits,"Matt, Will, and Ed",0,67500.0,12.5,540000.0,Dinoski,1,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,0
574,0.0,Jewelry Bath Bombs and Candles,Claudia Negoescu & Alexandru Ianas,0,135000.0,40.0,337500.0,Imperial Candles,1,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,0
575,0.0,Natural Energy Drinks,Jess and Philip,0,67500.0,30.0,225000.0,Brain Fud Drinks,1,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,0.0,Insect Protein Dog Food,Ross Lamond,0,67500.0,35.0,192857.14285714287,Bug Bakes,0,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0
577,0.0,Reduced Sugar Vegan and Gluten Free Chocolate,Stephen Conway,0,101250.0,15.0,675000.0,Pure Heavenly Limited,0,2019.0,0,0,0,0,0,1,0,0,0,0,0,0,0
578,1.0,Plant-based Baby Products,Von Sy,0,114750.00000000001,39.0,294230.7692307693,Nimble,0,2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0
579,1.0,Alcohol-free Drinks,Richard Clark and Paul Briscoe,0,168750.0,8.0,2109375.0,Drynks Unlimited,1,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
580,1.0,Skin Care Product,Hanna Sillitoe,0,67500.0,20.0,337500.0,hannasillitoe skin care products,0,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,0
581,1.0,Mak Tok Chilli paste,Will Chew,0,81000.0,33.0,245454.54545454544,Mak Tok,0,2019.0,0,0,0,0,1,0,0,0,0,0,0,0,0
582,0.0,Phone Camera Lenses,Eric and Hugo Bohring,0,101250.0,25.0,405000.0,Lemuro,1,2020.0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,1.0,Outdoor Advertising Software,George Hintzen,0,135000.0,10.0,1350000.0,TOAD.ai,0,2020.0,0,0,0,0,0,0,0,0,0,0,0,1,0
584,1.0,Bottles made from corn plants as opposed to plastic,Mike Shore,0,67500.0,33.0,204545.45454545456,Eco For Life,0,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0
585,1.0,Chair table designed for care homes,Phillip and Lakshmy Pengelly,0,13500.0,25.0,54000.0,Fliptop,1,2020.0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,1.0,Pipe Fitting tool,Teirnan Mccorkell,0,55350.00000000001,30.0,184500.00000000003,Pipe Easy,0,2019.0,0,0,0,0,0,0,0,1,0,0,0,0,0
587,0.0,Make up for men,Daniel Gray,0,94500.0,12.0,787500.0,War Paint,0,2019.0,0,0,1,0,0,0,0,0,0,0,0,0,0
588,1.0,Online escape room gaming service,Dave Murphy,0,40500.0,10.0,405000.0,Trapped in the Web,0,2021.0,0,0,0,0,0,0,0,0,0,0,0,1,0
589,1.0,Hair comb for nits and head lice,Eileen Hutchinson,0,54000.0,30.0,180000.0,Nit Not,0,2021.0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,1.0,Genetically personalised meal shake,Jeremy Poland,0,67500.0,15.0,450000.0,NGX,1,2021.0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,1.0,Whisky subscription service.,Thomas Aske and Tristan Stephenson,0,101250.0,15.0,675000.0,WhiskyMe,1,2021.0,0,0,0,0,1,0,0,0,0,0,0,0,0
592,1.0,Breathing device protecting against air pollution,Carina Cunha,0,67500.0,15.0,450000.0,Be Nosy Ltd,0,2021.0,0,0,0,0,0,0,0,0,0,1,0,0,0
593,1.0,Plant and mineral based powder which removes sand from skin,Stephanie Kelsey,0,81000.0,49.0,165306.1224489796,Beach Powder Ltd,0,2021.0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,1.0,Plantable books pages made from seeds,Tim Wilday and James Colhurst,0,27000.0,15.0,180000.0,Willsow Ltd,1,2021.0,0,0,0,0,0,1,0,0,0,0,0,0,0
595,1.0,"Vegan soy wax candles, eau de parfum fragrances and shampoo collections",Drew Cockton,0,67500.0,25.0,270000.0,Owen Drew,0,2021.0,0,0,0,0,0,1,0,0,0,0,0,0,0
596,1.0,Private chef hire,Siddhi Mittal and Heinin Zhang,0,135000.0,10.0,1350000.0,YHangry,1,2021.0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,1.0,Food trays for babies and infants,Helen Davies,0,108000.0,30.0,360000.0,Easy Tots,0,2021.0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,1.0,Cleaning tablets used to reduce waste of plastic bottles,Tim Keevney and Matt Aubrey,0,67500.0,5.0,1350000.0,Home Things,1,2021.0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,1.0,Sugar free alternatives,Jack Niber,0,101250.0,10.0,1012500.0,Puresweet,0,2021.0,0,0,0,0,1,0,0,0,0,0,0,0,0
600,1.0,Mindful art classes and painting kits,Zena El Farra,0,67500.0,25.0,270000.0,Masterpeace,0,2021.0,0,0,0,0,0,0,0,0,1,0,0,0,0
601,1.0,Skincare product for hands,Antonia Philp and Jonny Philp,0,101250.0,5.0,2025000.0,Nursem,1,2021.0,0,0,1,0,0,0,0,0,0,0,0,0,0
602,1.0,Flavoured tea delivery service,Dmitry Klochkov and Jeong Cheol BAE,0,94500.0,8.0,1181250.0,Offblak,1,2021.0,0,0,0,0,1,0,0,0,0,0,0,0,0
603,1.0,Blue light filtering product for mobile phones,Assad Hamir and Dhruvin Patel,0,101250.0,15.0,675000.0,Ocushield,1,2021.0,0,0,0,0,0,0,0,0,0,0,0,1,0
604,1.0,Pet waste collecting device,Darren Lewitt Feisser,0,67500.0,30.0,225000.0,Nobu Pet,0,2021.0,0,0,0,0,0,0,0,0,0,0,1,0,0
605,0.0,Reduced sugar jams,Rachel Kettlewell,0,54000.0,30.0,180000.0,Fearne and Rosie,0,2021.0,0,0,0,0,1,0,0,0,0,0,0,0,0
606,1.0,Premium spiced rums,Thomas Hurst,0,33750.0,8.0,421875.0,Rockstar Spirits,0,2021.0,0,0,0,0,1,0,0,0,0,0,0,0,0
607,0.0,Interactive children’s reading app,Ben Ridgeway and Liam Johnson,0,135000.0,25.0,540000.0,Yap Books,1,2021.0,0,0,0,0,0,0,0,0,0,0,0,1,0
